Compound,Kegg,Pathways of compound,InChI-Key,compound,kegg_cid,Common-Name,Engineered?
PHE,C00079,PWY-8523,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,"altemicidin, SB-203207, and SB-203208 biosynthesis",NA
PHE,C00079,PWY-8496,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,anabaenopeptin F biosynthesis,NA
PHE,C00079,PWY-8495,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,oscillamide Y biosynthesis,NA
PHE,C00079,PWY-8494,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,anabaenopeptin A biosynthesis,NA
PHE,C00079,PWY-8492,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,anabaenopeptin B biosynthesis,NA
PHE,C00079,PWY-8527,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,pacidamycin S biosynthesis,NA
PHE,C00079,PWY-6495,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,ergotamine biosynthesis,NA
PHE,C00079,PWY-6503,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,superpathway of ergotamine biosynthesis,NA
PHE,C00079,TRNA-CHARGING-PWY,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,tRNA charging,NA
PHE,C00079,PHENYLALANINE-DEG1-PWY,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,L-phenylalanine degradation I (aerobic),NA
PHE,C00079,PWY-6134,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,L-tyrosine biosynthesis IV,NA
PHE,C00079,PWY-8528,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,pacidamycin 3 biosynthesis,NA
PHE,C00079,PWY-6003,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,gramicidin S biosynthesis,NA
PHE,C00079,PWY-8116,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,ochratoxin A biosynthesis,NA
PHE,C00079,PWY-8565,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,polyporic acid biosynthesis,NA
PHE,C00079,PWY-8014,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,L-phenylalanine degradation VI (reductive Stickland reaction),NA
PHE,C00079,ANAPHENOXI-PWY,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,L-phenylalanine degradation II (anaerobic),NA
PHE,C00079,BENZCOA-PWY,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,anaerobic aromatic compound degradation (<i>Thauera aromatica</i>),NA
PHE,C00079,PHESYN,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,L-phenylalanine biosynthesis I,NA
PHE,C00079,PWY-6628,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,superpathway of L-phenylalanine biosynthesis,NA
PHE,C00079,COMPLETE-ARO-PWY,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,superpathway of aromatic amino acid biosynthesis (from phospho<i>enol</i>pyruvate and D-erythrose 4-phosphate),NA
PHE,C00079,ALL-CHORISMATE-PWY,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,superpathway of chorismate metabolism,NA
PHE,C00079,PWY-6318,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,"L-phenylalanine degradation IV (mammalian, via side chain)",NA
PHE,C00079,PWY-5751,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,phenylethanol biosynthesis,NA
PHE,C00079,PWY-6220,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,jasmonoyl-amino acid conjugates biosynthesis I,NA
PHE,C00079,PWY-6234,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,superpathway of jasmonoyl-amino acid conjugates biosynthesis,NA
PHE,C00079,PWY-2821,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,glucosinolate biosynthesis from phenylalanine,NA
PHE,C00079,PWY-7824,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,prunasin and amygdalin biosynthesis,NA
PHE,C00079,PWY-7668,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,apicidin F biosynthesis,NA
PHE,C00079,PWY-7665,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,aureobasidin A biosynthesis,NA
PHE,C00079,PWY-7626,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,bacilysin biosynthesis,NA
PHE,C00079,PWY-7158,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,L-phenylalanine degradation V,NA
PHE,C00079,PWY-7533,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,gliotoxin biosynthesis,NA
PHE,C00079,PWY-6444,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,"benzoate biosynthesis II (CoA-independent, non-&beta;-oxidative)",NA
PHE,C00079,PWY-5883,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,ephedrine biosynthesis,NA
PHE,C00079,PWY-8157,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,avenanthramide biosynthesis,NA
PHE,C00079,PWY-6457,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,cinnamoyl-CoA biosynthesis,NA
PHE,C00079,PWY-6443,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,"benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)",NA
PHE,C00079,PWY-6446,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,"benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)",NA
PHE,C00079,PWY1F-467,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,"phenylpropanoid biosynthesis, initial reactions",NA
PHE,C00079,PWY-7186,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,superpathway of scopolin and esculin biosynthesis,NA
PHE,C00079,PWY-1121,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,suberin monomers biosynthesis,NA
PHE,C00079,PWY-5048,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,rosmarinic acid biosynthesis I,NA
PHE,C00079,PWY-5071,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,superpathway of rosmarinic acid biosynthesis,NA
PHE,C00079,PWY-5660,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,paclitaxel biosynthesis,NA
PHE,C00079,PWY-7704,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,viridicatin biosynthesis,NA
PHE,C00079,PWY-8529,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,ketomemicin biosynthesis,NA
PHE,C00079,PWY-7275,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,L-homophenylalanine biosynthesis,NA
PHE,C00079,PWY-5079,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,L-phenylalanine degradation III,NA
PHE,C00079,PWY-6219,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,indole-3-acetate inactivation VIII,NA
PHE,C00079,PWY-1782,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,superpathway of indole-3-acetate conjugate biosynthesis,NA
PHE,C00079,PWY-5788,InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C00079,indole-3-acetate inactivation V,NA
L-PIPECOLATE,C00408,PWY-8424,InChIKey=HXEACLLIILLPRG-YFKPBYRVSA-N,Pipecolic acid,C00408,ascomycin biosynthesis,NA
L-PIPECOLATE,C00408,PWY-7861,InChIKey=HXEACLLIILLPRG-YFKPBYRVSA-N,Pipecolic acid,C00408,<i>N</i>-hydroxy-L-pipecolate biosynthesis,NA
L-PIPECOLATE,C00408,PWY-7667,InChIKey=HXEACLLIILLPRG-YFKPBYRVSA-N,Pipecolic acid,C00408,apicidin biosynthesis,NA
L-PIPECOLATE,C00408,PWY-7668,InChIKey=HXEACLLIILLPRG-YFKPBYRVSA-N,Pipecolic acid,C00408,apicidin F biosynthesis,NA
L-PIPECOLATE,C00408,PWY-5283,InChIKey=HXEACLLIILLPRG-YFKPBYRVSA-N,Pipecolic acid,C00408,L-lysine degradation V,NA
L-PIPECOLATE,C00408,PWY-5327,InChIKey=HXEACLLIILLPRG-YFKPBYRVSA-N,Pipecolic acid,C00408,superpathway of L-lysine degradation,NA
L-PIPECOLATE,C00408,PWY66-425,InChIKey=HXEACLLIILLPRG-YFKPBYRVSA-N,Pipecolic acid,C00408,L-lysine degradation II (L-pipecolate pathway),NA
PRO,C00148,P561-PWY,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,proline betaine degradation I,NA
PRO,C00148,ORN-AMINOPENTANOATE-CAT-PWY,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-ornithine degradation I (L-proline biosynthesis),NA
PRO,C00148,PWY-4981,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-proline biosynthesis II (from arginine),NA
PRO,C00148,ARG-GLU-PWY,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-arginine degradation VII (arginase 3 pathway),NA
PRO,C00148,PWY-8498,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,micropeptin K139 biosynthesis,NA
PRO,C00148,PWY-8361,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,apratoxin A biosynthesis,NA
PRO,C00148,PWY1A0-6120,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,streptorubin B biosynthesis,NA
PRO,C00148,PWY-6495,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,ergotamine biosynthesis,NA
PRO,C00148,PWY-6503,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,superpathway of ergotamine biosynthesis,NA
PRO,C00148,TRNA-CHARGING-PWY,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,tRNA charging,NA
PRO,C00148,PWY-8368,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,clorobiocin biosynthesis,NA
PRO,C00148,PWY-8210,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,pyrrolomycin biosynthesis,NA
PRO,C00148,PWY-8524,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,sclerate biosynthesis,NA
PRO,C00148,PWY-7525,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,fumitremorgin C biosynthesis,NA
PRO,C00148,PWY-7537,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,superpathway of fumitremorgin biosynthesis,NA
PRO,C00148,PWY-8345,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,malbrancheamide biosynthesis,NA
PRO,C00148,PWY-7930,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,pyoluteorin biosynthesis,NA
PRO,C00148,PWY-7931,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,brominated pyrroles biosynthesis,NA
PRO,C00148,PWY-7933,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,superpathway of polybrominated aromatic compound biosynthesis,NA
PRO,C00148,PWY-7547,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,prodigiosin biosynthesis,NA
PRO,C00148,PWY0-1544,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,proline to cytochrome <i>bo</i> oxidase electron transfer,NA
PRO,C00148,PWY-7718,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,actinomycin D biosynthesis,NA
PRO,C00148,PWY-7665,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,aureobasidin A biosynthesis,NA
PRO,C00148,PWY-7515,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,<i>trans</i>-3-hydroxy-L-proline degradation,NA
PRO,C00148,PWY-4281,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-proline biosynthesis IV,NA
PRO,C00148,PWY-6003,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,gramicidin S biosynthesis,NA
PRO,C00148,PWY-5737,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,(5<i>R</i>)-carbapenem carboxylate biosynthesis,NA
PRO,C00148,PWY-6922,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis,NA
PRO,C00148,CITRULBIO-PWY,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-citrulline biosynthesis,NA
PRO,C00148,PWY-5004,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,superpathway of L-citrulline metabolism,NA
PRO,C00148,PROUT-PWY,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-proline degradation I,NA
PRO,C00148,PWY-8187,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-arginine degradation XIII (reductive Stickland reaction),NA
PRO,C00148,PWY-3341,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-proline biosynthesis III (from L-ornithine),NA
PRO,C00148,PROSYN-PWY,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-proline biosynthesis I (from L-glutamate),NA
PRO,C00148,ARG-PRO-PWY,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-arginine degradation VI (arginase 2 pathway),NA
PRO,C00148,PWY-8186,InChIKey=ONIBWKKTOPOVIA-BYPYZUCNSA-N,L-Proline,C00148,L-proline degradation II (reductive Stickland reaction),NA
SER,C00065,PWY-6955,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,lincomycin A biosynthesis,NA
SER,C00065,PWY-8359,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,taurine biosynthesis III,NA
SER,C00065,PWY66-426,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,hydrogen sulfide biosynthesis II (mammalian),NA
SER,C00065,PWY-8551,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,glycine biosynthesis V,NA
SER,C00065,PWY-3841,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,folate transformations II (plants),NA
SER,C00065,PWY-3661-1,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,glycine betaine degradation II (mammalian),NA
SER,C00065,PWY-2161,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,folate polyglutamylation,NA
SER,C00065,PWY-2201,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,folate transformations I,NA
SER,C00065,PWY66-385,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,dTMP <i>de novo</i> biosynthesis (mitochondrial),NA
SER,C00065,1CMET2-PWY,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,folate transformations III (<i>E. coli</i>),NA
SER,C00065,GLYSYN-PWY,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,glycine biosynthesis I,NA
SER,C00065,SERSYN-PWY,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,L-serine biosynthesis I,NA
SER,C00065,SER-GLYSYN-PWY,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,superpathway of L-serine and glycine biosynthesis I,NA
SER,C00065,PWY-8588,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,brassinin and derivatives biosynthesis,NA
SER,C00065,PWY-I9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,L-cysteine biosynthesis VI (reverse transsulfuration),NA
SER,C00065,PWY-8071,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,"<i>N</i>-3-oxalyl-L-2,3-diaminopropanoate biosynthesis",NA
SER,C00065,PWY-7870,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,L-cysteine biosynthesis VII (from <i>S</i>-sulfo-L-cysteine),NA
SER,C00065,PWY-7274,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,D-cycloserine biosynthesis,NA
SER,C00065,PWY-6936,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,seleno-amino acid biosynthesis (plants),NA
SER,C00065,PWY-6395,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,superpathway of seleno-compound metabolism,NA
SER,C00065,CYSTSYN-PWY,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,L-cysteine biosynthesis I,NA
SER,C00065,SULFATE-CYS-PWY,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,superpathway of sulfate assimilation and cysteine biosynthesis,NA
SER,C00065,PWY-8140,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,serine racemization,NA
SER,C00065,PWY-6455,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,vancomycin resistance II,NA
SER,C00065,PWY-181,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,photorespiration I,NA
SER,C00065,PWY-8363,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,photorespiration III,NA
SER,C00065,PWY-8362,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,photorespiration II,NA
SER,C00065,PWY-8011,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,L-serine biosynthesis II,NA
SER,C00065,PWY-1622,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,formaldehyde assimilation I (serine pathway),NA
SER,C00065,PWY-7669,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,equisetin biosynthesis,NA
SER,C00065,PWY-8229,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,"UDP-3-acetamido-2,3-dideoxy-2-(seryl)amino-&alpha;-D-glucuronamide biosynthesis",NA
SER,C00065,PWY1A0-6120,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,streptorubin B biosynthesis,NA
SER,C00065,HOMOCYSDEGR-PWY,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,L-cysteine biosynthesis III (from L-homocysteine),NA
SER,C00065,PWY-6292,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,superpathway of L-cysteine biosynthesis (mammalian),NA
SER,C00065,PWY-5328,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,superpathway of L-methionine salvage and degradation,NA
SER,C00065,PWY-801,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,homocysteine and cysteine interconversion,NA
SER,C00065,PWY-821,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>),NA
SER,C00065,PWY-6293,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,superpathway of L-cysteine biosynthesis (fungi),NA
SER,C00065,PWY-6409,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,pyoverdine I biosynthesis,NA
SER,C00065,PWY-7501,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,phosphatidylserine biosynthesis I,NA
SER,C00065,SPHINGOLIPID-SYN-PWY,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,sphingolipid biosynthesis (yeast),NA
SER,C00065,PWY3DJ-12,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,ceramide <i>de novo</i> biosynthesis,NA
SER,C00065,PWY-7277,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,C00065,sphingolipid biosynthesis (mammals),NA
