Reaction,Pathways,n_reaction
5.5.1.2-RXN,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,4
5.5.1.2-RXN,PWY-5183,23
5.5.1.2-RXN,PWY-2504,31
5.5.1.2-RXN,PWY-5181,8
RXN-10083,PWY-6185,4
3-OXOADIPATE-ENOL-LACTONASE-RXN,CATECHOL-ORTHO-CLEAVAGE-PWY,4
3-OXOADIPATE-ENOL-LACTONASE-RXN,PWY-5431,9
3-OXOADIPATE-ENOL-LACTONASE-RXN,PWY-6182,7
3-OXOADIPATE-ENOL-LACTONASE-RXN,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,4
3-OXOADIPATE-ENOL-LACTONASE-RXN,PWY-5417,6
3-OXOADIPATE-ENOL-LACTONASE-RXN,PWY-5183,23
3-OXOADIPATE-ENOL-LACTONASE-RXN,PWY-2504,31
3-OXOADIPATE-ENOL-LACTONASE-RXN,PWY-6957,17
3-OXOADIPATE-ENOL-LACTONASE-RXN,PWY-5181,8
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN,PWY-5431,9
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,4
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN,PWY-5183,23
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN,PWY-2504,31
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN,PWY-5181,8
DALADALALIG-RXN,PWY-6385,10
DALADALALIG-RXN,PWY-5265,13
DALADALALIG-RXN,PEPTIDOGLYCANSYN-PWY,10
DALADALALIG-RXN,PWY-7953,6
DALADALALIG-RXN,PWY-6470,11
DALADALALIG-RXN,PWY-6471,11
DALADALALIG-RXN,PWY-6387,8
DALADALALIG-RXN,PWY-6386,7
GPPSYN-RXN,ALL-CHORISMATE-PWY,48
GPPSYN-RXN,PWY-7156,14
GPPSYN-RXN,UBISYN-PWY,9
GPPSYN-RXN,PWY-7736,3
GPPSYN-RXN,PWY-6383,4
GPPSYN-RXN,PWY-7709,1
GPPSYN-RXN,PWY-7659,1
GPPSYN-RXN,PWY-5123,2
GPPSYN-RXN,PWY-5121,12
GPPSYN-RXN,PWY-7102,3
GPPSYN-RXN,POLYISOPRENSYN-PWY,5
GPPSYN-RXN,ERGOSTEROL-SYN-PWY,15
GPPSYN-RXN,PWY-6146,46
GPPSYN-RXN,PWY-5910,10
GPPSYN-RXN,PWY-7410,1
GPPSYN-RXN,PWY-7182,1
GPPSYN-RXN,PWY-6859,3
GPPSYN-RXN,PWY-7141,1
GPPSYN-RXN,PWY-5122,1
GPPSYN-RXN,PWY-6404,24
GPPSYN-RXN,PWY66-5,19
GPPSYN-RXN,PWY-7392,12
GPPSYN-RXN,PWY2OL-4,1
FPPSYN-RXN,ALL-CHORISMATE-PWY,48
FPPSYN-RXN,PWY-7156,14
FPPSYN-RXN,UBISYN-PWY,9
FPPSYN-RXN,PWY-7736,3
FPPSYN-RXN,PWY-5123,2
FPPSYN-RXN,PWY-5121,12
FPPSYN-RXN,PWY-7102,3
FPPSYN-RXN,POLYISOPRENSYN-PWY,5
FPPSYN-RXN,ERGOSTEROL-SYN-PWY,15
FPPSYN-RXN,PWY-6146,46
FPPSYN-RXN,PWY-5910,10
FPPSYN-RXN,PWY-7721,2
FPPSYN-RXN,PWY-6859,3
FPPSYN-RXN,PWY66-5,19
FPPSYN-RXN,PWY-7392,12
FARNESYLTRANSTRANSFERASE-RXN,PWY-7492,1
FARNESYLTRANSTRANSFERASE-RXN,PWY-7736,3
FARNESYLTRANSTRANSFERASE-RXN,PWY-5121,12
FARNESYLTRANSTRANSFERASE-RXN,PWY-7517,1
FARNESYLTRANSTRANSFERASE-RXN,PWY-6146,46
FARNESYLTRANSTRANSFERASE-RXN,PWY-7720,1
FARNESYLTRANSTRANSFERASE-RXN,PWY-5120,1
FARNESYLTRANSTRANSFERASE-RXN,PWY-5910,10
FARNESYLTRANSTRANSFERASE-RXN,PWY-6691,1
FARNESYLTRANSTRANSFERASE-RXN,PWY-7721,2
FARNESYLTRANSTRANSFERASE-RXN,PWY-5863,8
FARNESYLTRANSTRANSFERASE-RXN,PWY-7392,12
FARNESYLTRANSTRANSFERASE-RXN,PWY-6659,1
DXS-RXN,THISYN-PWY,9
DXS-RXN,PWY-7156,14
DXS-RXN,PWY-6891,4
DXS-RXN,PWY-6895,8
DXS-RXN,PWY-5121,12
DXS-RXN,NONMEVIPP-PWY,9
DXS-RXN,PYRIDOXSYN-PWY,6
DXS-RXN,PWY0-845,11
DXS-RXN,PWY-6270,9
DXS-RXN,PWY-7560,9
DXS-RXN,PWY-7392,12
DXS-RXN,PWY-6892,5
NAD-KIN-RXN,PWY-7245,7
NAD-KIN-RXN,PWY-7269,4
NAD-KIN-RXN,NADPHOS-DEPHOS-PWY,2
NAD-KIN-RXN,NADPHOS-DEPHOS-PWY-1,1
NAD-KIN-RXN,PWY-8148,1
NAD-KIN-RXN,PWY-7268,4
NAD-KIN-RXN,PWY-5083,3
CTPSYN-RXN,PWY-7211,18
CTPSYN-RXN,PWY-7177,1
CTPSYN-RXN,PRPP-PWY,42
CTPSYN-RXN,PWY-7176,3
CTPSYN-RXN,PWY-7185,5
CTPSYN-RXN,PWY-7208,4
CTPSYN-RXN,PWY-7196,10
CTPSYN-RXN,PWY0-162,9
RXN-21295,PWY-8168,1
RXN0-262,PWY-5964,1
FORMATETHFLIG-RXN,CODH-PWY,5
FORMATETHFLIG-RXN,PWY-1722,3
FORMATETHFLIG-RXN,PWY-6146,46
FORMATETHFLIG-RXN,PWY-8480,6
FORMATETHFLIG-RXN,PWY-8303,7
FORMATETHFLIG-RXN,PWY-2161,5
FORMATETHFLIG-RXN,PWY-2201,9
FORMATETHFLIG-RXN,PWY-3841,8
SARCOX-RXN,PWY-4722,5
SARCOX-RXN,PWY-3661,4
SARCOX-RXN,CRNFORCAT-PWY,4
RXN-10837,PWY-7769,3
RXN-10837,PWY-6322,3
THIOSULFATE-SULFURTRANSFERASE-RXN,PWY-5350,1
RXN-19040,PWY-7927,2
MERCAPYSTRANS-RXN,PWY-5329,1
ORNITHINE-CYCLODEAMINASE-RXN,ORN-AMINOPENTANOATE-CAT-PWY,1
ORNITHINE-CYCLODEAMINASE-RXN,ARG-GLU-PWY,2
ORNITHINE-CYCLODEAMINASE-RXN,PWY-4981,1
THREDEHYD-RXN,PWY66-428,1
THREDEHYD-RXN,PWY-8443,2
RXN-17500,PWY-7765,4
KYNURENINASE-RXN,TRPCAT-PWY,3
KYNURENINASE-RXN,PWY-6954,33
KYNURENINASE-RXN,PWY-6505,12
KYNURENINASE-RXN,PWY-6309,10
KYNURENINASE-RXN,PWY-2504,31
3-HYDROXY-KYNURENINASE-RXN,PWY-3502,11
3-HYDROXY-KYNURENINASE-RXN,PWY-5651,5
3-HYDROXY-KYNURENINASE-RXN,NADSYN-PWY,8
3-HYDROXY-KYNURENINASE-RXN,PWY-6309,10
3-HYDROXY-KYNURENINASE-RXN,PWY-5655,12
3-HYDROXY-KYNURENINASE-RXN,TRYPTOPHAN-DEGRADATION-1,10
RXN-10819,BENZCOA-PWY,12
RXN-10819,PWY-7716,1
RXN-10819,PWY-1341,4
RXN-10819,PWY-6318,6
RXN-10819,PWY0-321,9
RXN-10819,PWY-6071,11
ANTHRANILOYL-COA-MONOOXYGENASE-RXN,PWY-6077,2
3PGAREARR-RXN,PWY-5723,10
3PGAREARR-RXN,ANAGLYCOLYSIS-PWY,11
3PGAREARR-RXN,PWY-7003,12
3PGAREARR-RXN,PWY-6142,15
3PGAREARR-RXN,GLYCOLYSIS,12
3PGAREARR-RXN,PWY-1042,7
3PGAREARR-RXN,ANAEROFRUCAT-PWY,12
3PGAREARR-RXN,PWY-5484,11
3PGAREARR-RXN,HEXITOLDEGSUPER-PWY,16
3PGAREARR-RXN,P461-PWY,19
3PGAREARR-RXN,PWY-7218,19
3PGAREARR-RXN,PWY-6146,46
3PGAREARR-RXN,PWY-7345,18
3PGAREARR-RXN,P341-PWY,9
3PGAREARR-RXN,PWY-8404,10
3PGAREARR-RXN,PWY-6901,17
3PGAREARR-RXN,PWY-8362,6
3PGAREARR-RXN,P124-PWY,15
3PGAREARR-RXN,PWY-7124,19
3PGAREARR-RXN,PWY-6886,19
3PGAREARR-RXN,PWY-2221,9
3PGAREARR-RXN,GLYCOLYSIS-TCA-GLYOX-BYPASS,21
3PGAREARR-RXN,GLUCONEO-PWY,13
3PGAREARR-RXN,GLYCOLYSIS-E-D,16
3PGAREARR-RXN,PWY-5464,16
3PGAREARR-RXN,P441-PWY,21
4.4.1.19-RXN,P261-PWY,4
PREPHENATEDEHYDRAT-RXN,ALL-CHORISMATE-PWY,48
PREPHENATEDEHYDRAT-RXN,PWY-6628,10
PREPHENATEDEHYDRAT-RXN,PHESYN,3
PREPHENATEDEHYDRAT-RXN,PWY-7432,2
PREPHENATEDEHYDRAT-RXN,COMPLETE-ARO-PWY,17
CHORISMATEMUT-RXN,PWY-3462,4
CHORISMATEMUT-RXN,ALL-CHORISMATE-PWY,48
CHORISMATEMUT-RXN,PWY-7626,6
CHORISMATEMUT-RXN,PWY-6628,10
CHORISMATEMUT-RXN,PHESYN,3
CHORISMATEMUT-RXN,PWY-3461,4
CHORISMATEMUT-RXN,PWY-3481,5
CHORISMATEMUT-RXN,TYRSYN,3
CHORISMATEMUT-RXN,PWY-6120,4
CHORISMATEMUT-RXN,COMPLETE-ARO-PWY,17
CHORISMATEMUT-RXN,PWY-6630,10
CHORISMATEMUT-RXN,PWY-6627,3
GTP-CYCLOHYDRO-I-RXN,ALL-CHORISMATE-PWY,48
GTP-CYCLOHYDRO-I-RXN,PWY-7852,3
GTP-CYCLOHYDRO-I-RXN,PWY-6147,4
GTP-CYCLOHYDRO-I-RXN,PWY-6612,9
GTP-CYCLOHYDRO-I-RXN,PWY-6703,4
GTP-CYCLOHYDRO-I-RXN,PWY0-1433,2
GTP-CYCLOHYDRO-I-RXN,FOLSYN-PWY,11
GTP-CYCLOHYDRO-I-RXN,PWY-7442,4
GTP-CYCLOHYDRO-I-RXN,PWY-5663,2
GTP-CYCLOHYDRO-I-RXN,PWY-6983,2
RXN-9031,PWY-5770,3
RXN-23012,PWY-8355,9
RXN-23014,PWY-8355,9
RXN-9157,PWY-5826,2
RXN-6601,PWY-4041,5
RXN66-336,PWY66-375,2
RXN-23017,PWY-8355,9
RXN-19604,PWY-8301,1
RXN-19574,PWY-8588,2
RXN-19574,PWYQT-4477,2
RXN-13675,PWY-7112,2
RXN-12618,PWY-7559,1
RXN-6641,PWY-6842,2
RXN-6641,PWY-4061,3
RXN-19732,PWY-8001,2
GUANIDINOBUTANAMIDE-NH3-RXN,PWY-8532,1
GUANIDINOBUTANAMIDE-NH3-RXN,ARGDEG-V-PWY,2
RXNN-404,PWY-5025,2
RXNN-404,PWY-3161,2
RXNN-404,PWY-581,6
R311-RXN,PWY-7308,2
R311-RXN,P344-PWY,3
FORMAMIDASE-RXN,PWY-7142,1
CHD-RXN,BETSYN-PWY,2
CHD-RXN,P542-PWY,3
CHD-RXN,CHOLINE-BETAINE-ANA-PWY,2
SULFATE-ADENYLYLTRANS-RXN,PWY-5345,12
SULFATE-ADENYLYLTRANS-RXN,SO4ASSIM-PWY,4
SULFATE-ADENYLYLTRANS-RXN,PWY-5306,2
SULFATE-ADENYLYLTRANS-RXN,PWY1ZNC-1,4
SULFATE-ADENYLYLTRANS-RXN,PWY-821,9
SULFATE-ADENYLYLTRANS-RXN,PWY-5340,2
SULFATE-ADENYLYLTRANS-RXN,PWY-5308,3
SULFATE-ADENYLYLTRANS-RXN,PWY-6676,4
SULFATE-ADENYLYLTRANS-RXN,SULFMETII-PWY,3
SULFATE-ADENYLYLTRANS-RXN,SULFATE-CYS-PWY,9
SULFATE-ADENYLYLTRANS-RXN,PWY-5278,2
SULFATE-ADENYLYLTRANS-RXN,DISSULFRED-PWY,2
SULFATE-ADENYLYLTRANS-RXN,PWY-6683,3
RXN-12720,PWY-6932,2
RXN-12720,PWY-6395,7
RXN-12019,PWY-6683,3
1.8.4.8-RXN,PWY-5345,12
1.8.4.8-RXN,SO4ASSIM-PWY,4
1.8.4.8-RXN,PWY1ZNC-1,4
1.8.4.8-RXN,PWY-821,9
1.8.4.8-RXN,SULFATE-CYS-PWY,9
FERREDOXIN--NITRITE-REDUCTASE-RXN,PWY490-3,2
FERREDOXIN--NITRITE-REDUCTASE-RXN,PWY-381,2
SULFITE-REDUCT-RXN,PWY-5345,12
SULFITE-REDUCT-RXN,SO4ASSIM-PWY,4
SULFITE-REDUCT-RXN,PWY-821,9
SULFITE-REDUCT-RXN,SULFATE-CYS-PWY,9
SULFITE-REDUCT-RXN,PWY-6683,3
RXN0-5055,PWY-6722,1
RXN0-5055,PWY-5156,40
RXN0-5055,PWY-5744,9
RXN0-5055,PWY0-1264,3
RXN0-5055,PWY-7575,4
RXN0-5055,PWY-5789,10
RXN0-5055,PWY-6285,50
RXN0-5055,PWY-5743,9
RXN0-5055,PWY-7024,14
RXN0-5055,PWY-4381,3
RXN0-5055,FASYN-INITIAL-PWY,4
PROPIONYL-COA-CARBOXY-RXN,PWY-5130,3
PROPIONYL-COA-CARBOXY-RXN,PWY-7384,8
PROPIONYL-COA-CARBOXY-RXN,PWY-5328,11
PROPIONYL-COA-CARBOXY-RXN,PWY-5789,10
PROPIONYL-COA-CARBOXY-RXN,PROPIONMET-PWY,3
PROPIONYL-COA-CARBOXY-RXN,PWY-6728,16
PROPIONYL-COA-CARBOXY-RXN,PWY-5743,9
PROPIONYL-COA-CARBOXY-RXN,PWY-7024,14
PROPIONYL-COA-CARBOXY-RXN,PWY-7389,15
RXN1G-4355,PWY-6113,82
RXN1G-4355,PWYG-321,51
GALPMUT-RXN,OANTIGEN-PWY,10
GALPMUT-RXN,PWY-7328,6
GALPMUT-RXN,PWY-6397,7
GALPMUT-RXN,PWY-6404,24
GALPMUT-RXN,PWY-7622,2
KYNURENINE-3-MONOOXYGENASE-RXN,PWY-7765,4
KYNURENINE-3-MONOOXYGENASE-RXN,PWY-3502,11
KYNURENINE-3-MONOOXYGENASE-RXN,PWY-7717,3
KYNURENINE-3-MONOOXYGENASE-RXN,PWY-5651,5
KYNURENINE-3-MONOOXYGENASE-RXN,NADSYN-PWY,8
KYNURENINE-3-MONOOXYGENASE-RXN,PWY-6309,10
KYNURENINE-3-MONOOXYGENASE-RXN,PWY-5655,12
KYNURENINE-3-MONOOXYGENASE-RXN,TRYPTOPHAN-DEGRADATION-1,10
PHENYLALANINE--TRNA-LIGASE-RXN,TRNA-CHARGING-PWY,21
N-ACETYLGLUTPREDUCT-RXN,PWY-5154,9
N-ACETYLGLUTPREDUCT-RXN,GLUTORN-PWY,5
N-ACETYLGLUTPREDUCT-RXN,ARGSYN-PWY,9
N-ACETYLGLUTPREDUCT-RXN,ARGSYNBSUB-PWY,10
N-ACETYLGLUTPREDUCT-RXN,ARG+POLYAMINE-SYN,16
N-ACETYLTRANSFER-RXN,PWY-5154,9
N-ACETYLTRANSFER-RXN,GLUTORN-PWY,5
N-ACETYLTRANSFER-RXN,ARGSYN-PWY,9
N-ACETYLTRANSFER-RXN,ARGSYNBSUB-PWY,10
N-ACETYLTRANSFER-RXN,ARG+POLYAMINE-SYN,16
GLUTAMATE-N-ACETYLTRANSFERASE-RXN,ARGSYNBSUB-PWY,10
ACETYLGLUTKIN-RXN,PWY-5154,9
ACETYLGLUTKIN-RXN,GLUTORN-PWY,5
ACETYLGLUTKIN-RXN,ARGSYN-PWY,9
ACETYLGLUTKIN-RXN,ARGSYNBSUB-PWY,10
ACETYLGLUTKIN-RXN,ARG+POLYAMINE-SYN,16
ACETYLORNTRANSAM-RXN,PWY-5154,9
ACETYLORNTRANSAM-RXN,GLUTORN-PWY,5
ACETYLORNTRANSAM-RXN,ARGSYN-PWY,9
ACETYLORNTRANSAM-RXN,ARGSYNBSUB-PWY,10
ACETYLORNTRANSAM-RXN,ARG+POLYAMINE-SYN,16
SUCCINYLDIAMINOPIMTRANS-RXN,PWY0-781,24
SUCCINYLDIAMINOPIMTRANS-RXN,DAPLYSINESYN-PWY,9
SUCCINYLDIAMINOPIMTRANS-RXN,P4-PWY,17
ARGSUCCINSYN-RXN,PWY-4984,4
ARGSUCCINSYN-RXN,PWY2PN3-13,4
ARGSUCCINSYN-RXN,PWY-5154,9
ARGSUCCINSYN-RXN,PWY-5004,9
ARGSUCCINSYN-RXN,PWY-4983,2
ARGSUCCINSYN-RXN,ARGSYN-PWY,9
ARGSUCCINSYN-RXN,PWY-7400,4
ARGSUCCINSYN-RXN,ARGSYNBSUB-PWY,10
ARGSUCCINSYN-RXN,ARG+POLYAMINE-SYN,16
RXN-10,PWY-5,2
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN,PWY-2722,3
RXN0-1134,PYRUVDEHYD-PWY,3
RXN0-1134,PWY-5464,16
RXN0-1133,PYRUVDEHYD-PWY,3
RXN0-1133,PWY-5464,16
GLURS-RXN,PWY-5918,9
GLURS-RXN,PWY-5188,6
GLURS-RXN,P381-PWY,26
GLURS-RXN,PWY-5507,25
GLURS-RXN,TRNA-CHARGING-PWY,21
ACSERLY-RXN,CYSTSYN-PWY,2
ACSERLY-RXN,SULFATE-CYS-PWY,9
RXN-12726,PWY-6936,3
RXN-12726,PWY-6395,7
CHORISMATE-SYNTHASE-RXN,ALL-CHORISMATE-PWY,48
CHORISMATE-SYNTHASE-RXN,PWY-6163,5
CHORISMATE-SYNTHASE-RXN,PWY-6629,12
CHORISMATE-SYNTHASE-RXN,PWY-6628,10
CHORISMATE-SYNTHASE-RXN,PWY-6165,9
CHORISMATE-SYNTHASE-RXN,ARO-PWY,7
CHORISMATE-SYNTHASE-RXN,COMPLETE-ARO-PWY,17
CHORISMATE-SYNTHASE-RXN,PWY-6630,10
SHIKIMATE-KINASE-RXN,ALL-CHORISMATE-PWY,48
SHIKIMATE-KINASE-RXN,PWY-6163,5
SHIKIMATE-KINASE-RXN,PWY-6629,12
SHIKIMATE-KINASE-RXN,PWY-6628,10
SHIKIMATE-KINASE-RXN,PWY-6165,9
SHIKIMATE-KINASE-RXN,ARO-PWY,7
SHIKIMATE-KINASE-RXN,COMPLETE-ARO-PWY,17
SHIKIMATE-KINASE-RXN,PWY-6630,10
3-DEHYDROQUINATE-SYNTHASE-RXN,ALL-CHORISMATE-PWY,48
3-DEHYDROQUINATE-SYNTHASE-RXN,PWY-6629,12
3-DEHYDROQUINATE-SYNTHASE-RXN,PWY-6628,10
3-DEHYDROQUINATE-SYNTHASE-RXN,ARO-PWY,7
3-DEHYDROQUINATE-SYNTHASE-RXN,COMPLETE-ARO-PWY,17
3-DEHYDROQUINATE-SYNTHASE-RXN,PWY-6164,2
3-DEHYDROQUINATE-SYNTHASE-RXN,PWY-6630,10
3-DEHYDROQUINATE-DEHYDRATASE-RXN,ALL-CHORISMATE-PWY,48
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6163,5
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6629,12
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6416,2
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6628,10
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6165,9
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6954,33
3-DEHYDROQUINATE-DEHYDRATASE-RXN,ARO-PWY,7
3-DEHYDROQUINATE-DEHYDRATASE-RXN,COMPLETE-ARO-PWY,17
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-2504,31
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6630,10
3-DEHYDROQUINATE-DEHYDRATASE-RXN,QUINATEDEG-PWY,3
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6707,1
GLYOXII-RXN,PWY-5386,3
GLYOXII-RXN,METHGLYUT-PWY,6
GLYOXII-RXN,PWY-5386-1,3
DIAMINOPIMEPIM-RXN,PWY-724,12
DIAMINOPIMEPIM-RXN,PWY0-781,24
DIAMINOPIMEPIM-RXN,DAPLYSINESYN-PWY,9
DIAMINOPIMEPIM-RXN,PWY-2941,7
DIAMINOPIMEPIM-RXN,P4-PWY,17
DIAMINOPIMEPIM-RXN,PWY-5097,7
2.4.1.109-RXN,PWY-7921,2
2.4.1.109-RXN,PWY-7922,2
2.4.1.109-RXN,PWY-7979,2
RXN0-6274,PWY-2781,1
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-7757,1
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-8486,1
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-7934,2
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-6954,33
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-7700,1
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-5183,23
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-2504,31
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,4-HYDROXYMANDELATE-DEGRADATION-PWY,3
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-6215,2
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-8002,3
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-8473,7
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-7935,2
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN,PWY-5181,8
DIHYDRODIPICSYN-RXN,PWY-724,12
DIHYDRODIPICSYN-RXN,PWY-2942,6
DIHYDRODIPICSYN-RXN,PWY0-781,24
DIHYDRODIPICSYN-RXN,DAPLYSINESYN-PWY,9
DIHYDRODIPICSYN-RXN,PWY-2941,7
DIHYDRODIPICSYN-RXN,P4-PWY,17
DIHYDRODIPICSYN-RXN,PWY-8088,3
DIHYDRODIPICSYN-RXN,PWY-5097,7
PROLINE-RACEMASE-RXN,PWY-8186,2
INORGPYROPHOSPHAT-RXN,PWY-7805,7
INORGPYROPHOSPHAT-RXN,PWY-7807,7
2.7.9.3-RXN,PWY-6281,2
2.7.9.3-RXN,PWY0-901,3
BUTYRYL-COA-DEHYDROGENASE-RXN,PWY0-1337,29
BUTYRYL-COA-DEHYDROGENASE-RXN,PWY-8568,19
RXN-21769,PWY-8182,7
PROPCOASYN-RXN,PWY-4221,12
PROPCOASYN-RXN,PWY-3941,5
RXN-12561,PWY-7948,4
RXN-12561,PWY-8182,7
RXN-14277,PWY0-1337,29
RXN-14277,PWY-8542,20
RXN-14277,PWY-8568,19
RXN-14274,PWY0-1337,29
RXN-14274,PWY-8542,20
RXN-14274,PWY-8568,19
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-922,7
ACETYL-COA-ACETYLTRANSFER-RXN,PWY66-368,3
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-7391,7
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-7524,5
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-7003,12
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6174,6
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6604,12
ACETYL-COA-ACETYLTRANSFER-RXN,ERGOSTEROL-SYN-PWY,15
ACETYL-COA-ACETYLTRANSFER-RXN,PWY66-367,5
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-7216,3
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-7218,19
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-8125,6
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6146,46
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6583,4
ACETYL-COA-ACETYLTRANSFER-RXN,GLUDEG-II-PWY,6
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6883,3
ACETYL-COA-ACETYLTRANSFER-RXN,P163-PWY,9
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-5789,10
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-5177,2
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-5910,10
ACETYL-COA-ACETYLTRANSFER-RXN,P162-PWY,6
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-5184,5
ACETYL-COA-ACETYLTRANSFER-RXN,PWY0-1337,29
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6590,6
ACETYL-COA-ACETYLTRANSFER-RXN,PWY1-3,2
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-5327,22
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-8542,20
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6886,19
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-5676,6
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-7778,7
ACETYL-COA-ACETYLTRANSFER-RXN,ACETOACETATE-DEG-PWY,2
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-8425,4
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-5741,11
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6863,7
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6588,5
ACETYL-COA-ACETYLTRANSFER-RXN,PWY66-5,19
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-7402,6
ACETYL-COA-ACETYLTRANSFER-RXN,CENTFERM-PWY,4
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-8568,19
ACETYL-COA-ACETYLTRANSFER-RXN,TRYPTOPHAN-DEGRADATION-1,10
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-7779,6
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6876,3
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-6594,9
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-7401,5
ACETYL-COA-ACETYLTRANSFER-RXN,PWY-8058,3
RXN-13617,PWY-7094,5
RXN-13617,PWY0-1337,29
RXN-13617,PWY-8542,20
RXN-13617,PWY-8568,19
RXN-12565,PWY0-1337,29
RXN-12565,PWY-8542,20
RXN-12565,PWY-6863,7
RXN-12565,PWY-8568,19
METHYLMALONYL-COA-MUT-RXN,PWY0-43,1
METHYLMALONYL-COA-MUT-RXN,PWY-5130,3
METHYLMALONYL-COA-MUT-RXN,PWY-5088,8
METHYLMALONYL-COA-MUT-RXN,PWY-7384,8
METHYLMALONYL-COA-MUT-RXN,PWY-8086,10
METHYLMALONYL-COA-MUT-RXN,PWY-5328,11
METHYLMALONYL-COA-MUT-RXN,PWY-5789,10
METHYLMALONYL-COA-MUT-RXN,PROPIONMET-PWY,3
METHYLMALONYL-COA-MUT-RXN,PWY-6728,16
METHYLMALONYL-COA-MUT-RXN,PWY-5743,9
METHYLMALONYL-COA-MUT-RXN,PWY-7024,14
METHYLMALONYL-COA-MUT-RXN,P108-PWY,6
METHYLMALONYL-COA-MUT-RXN,PWY-7389,15
METHYLMALONYL-COA-MUT-RXN,PWY-7854,10
RXN-14569,PWY0-1587,2
GLYOHMETRANS-RXN,PWY-3661-1,4
GLYOHMETRANS-RXN,PWY-8363,5
GLYOHMETRANS-RXN,PWY0-1608,2
GLYOHMETRANS-RXN,PWY-3661,4
GLYOHMETRANS-RXN,PWY-181,6
GLYOHMETRANS-RXN,PWY-8362,6
GLYOHMETRANS-RXN,PWY-2161,5
GLYOHMETRANS-RXN,PWY-2201,9
GLYOHMETRANS-RXN,GLYSYN-PWY,1
GLYOHMETRANS-RXN,PWY-3841,8
GLYOHMETRANS-RXN,PWY-5497,15
GLYOHMETRANS-RXN,SER-GLYSYN-PWY,4
GLYOHMETRANS-RXN,1CMET2-PWY,7
