ko_id,name,pathway,reaction,brite,db_links
K03088,"RNA polymerase sigma-70 factor, ECF subfamily",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03021 Transcription machinery;    K03088  rpoE; RNA polymerase sigma-70 factor, ECF subfamily;Transcription machinery [BR:ko03021]; Prokaryotic type;  Bacterial type;   RNA polymerase;    Sigma factors;     K03088  rpoE; RNA polymerase sigma-70 factor, ECF subfamily",COG: COG1595;GO: 0016987
K05606,methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1],"Valine, leucine and isoleucine degradation;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism",methylmalonyl-CoA epimerase;(2S)-ethylmalonyl-CoA epimerase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00630 Glyoxylate and dicarboxylate metabolism;    K05606  MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase;   00640 Propanoate metabolism;    K05606  MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase;  09102 Energy metabolism;   00720 Carbon fixation pathways in prokaryotes;    K05606  MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase;  09105 Amino acid metabolism;   00280 Valine, leucine and isoleucine degradation;    K05606  MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase;Enzymes [BR:ko01000]; 5. Isomerases;  5.1  Racemases and epimerases;   5.1.99  Acting on other compounds;    5.1.99.1  methylmalonyl-CoA epimerase;     K05606  MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase",COG: COG0346;GO: 0004493
K06204,RNA polymerase-binding transcription factor,Biofilm formation - Escherichia coli,NA,KEGG Orthology (KO) [BR:ko00001]; 09140 Cellular Processes;  09145 Cellular community - prokaryotes;   02026 Biofilm formation - Escherichia coli;    K06204  dksA; RNA polymerase-binding transcription factor; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03000 Transcription factors;    K06204  dksA; RNA polymerase-binding transcription factor;   03021 Transcription machinery;    K06204  dksA; RNA polymerase-binding transcription factor;   03009 Ribosome biogenesis;    K06204  dksA; RNA polymerase-binding transcription factor;Transcription factors [BR:ko03000]; Prokaryotic type;  Other transcription factors;   Others;    K06204  dksA; RNA polymerase-binding transcription factor;Transcription machinery [BR:ko03021]; Prokaryotic type;  Bacterial type;   Other transcription-related factors;    Transcription elongation factors;     K06204  dksA; RNA polymerase-binding transcription factor;Ribosome biogenesis [BR:ko03009]; Prokaryotic type;  rRNA transcription factors;   K06204  dksA; RNA polymerase-binding transcription factor,COG: COG1734
K21071,ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids,ATP:D-fructose-6-phosphate 1-phosphotransferase;diphosphate:D-fructose-6-phosphate 1-phosphotransferase;diphosphate:beta-D-fructose-6-phosphate 1-phosphotransferase;ATP:D-tagatose-6-phosphate 1-phosphotransferase;ATP:D-fructose-6-phosphate 1-phosphotransferase,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09101 Carbohydrate metabolism;   00010 Glycolysis / Gluconeogenesis;    K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase;   00030 Pentose phosphate pathway;    K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase;   00051 Fructose and mannose metabolism;    K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase;   00052 Galactose metabolism;    K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase;  09102 Energy metabolism;   00680 Methane metabolism;    K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase;Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.1  Phosphotransferases with an alcohol group as acceptor;    2.7.1.11  6-phosphofructokinase;     K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase;    2.7.1.90  diphosphate---fructose-6-phosphate 1-phosphotransferase;     K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase",COG: COG0205;GO: 0003872 0047334
K01998,branched-chain amino acid transport system permease protein,ABC transporters;Quorum sensing,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09131 Membrane transport;   02010 ABC transporters;    K01998  livM; branched-chain amino acid transport system permease protein; 09140 Cellular Processes;  09145 Cellular community - prokaryotes;   02024 Quorum sensing;    K01998  livM; branched-chain amino acid transport system permease protein; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K01998  livM; branched-chain amino acid transport system permease protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Phosphate and amino acid transporters;   Branched-chain amino acid transporter;    K01998  livM; branched-chain amino acid transport system permease protein",COG: COG4177;TC: 3.A.1.4
K01995,branched-chain amino acid transport system ATP-binding protein,ABC transporters;Quorum sensing,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09131 Membrane transport;   02010 ABC transporters;    K01995  livG; branched-chain amino acid transport system ATP-binding protein; 09140 Cellular Processes;  09145 Cellular community - prokaryotes;   02024 Quorum sensing;    K01995  livG; branched-chain amino acid transport system ATP-binding protein; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K01995  livG; branched-chain amino acid transport system ATP-binding protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Phosphate and amino acid transporters;   Branched-chain amino acid transporter;    K01995  livG; branched-chain amino acid transport system ATP-binding protein",COG: COG0411;TC: 3.A.1.4
K03449,"MFS transporter, CP family, cyanate transporter",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K03449  MFS.CP; MFS transporter, CP family, cyanate transporter;Transporters [BR:ko02000]; Major facilitator superfamily (MFS);  Organic acid transporters;   Cyanate porter (CP) family;    K03449  MFS.CP; MFS transporter, CP family, cyanate transporter",COG: COG2807;TC: 2.A.1.17
K03519,aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3],NA,carbon-monoxide:quinone oxidoreductase,"KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K03519  coxM, cutM; aerobic carbon-monoxide dehydrogenase medium subunit;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.2  Acting on the aldehyde or oxo group of donors;   1.2.5  With a quinone or similar compound as acceptor;    1.2.5.3  aerobic carbon monoxide dehydrogenase;     K03519  coxM, cutM; aerobic carbon-monoxide dehydrogenase medium subunit",COG: COG1319
K03518,aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3],NA,carbon-monoxide:quinone oxidoreductase,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09191 Unclassified: metabolism;   99980 Enzymes with EC numbers;    K03518  coxS; aerobic carbon-monoxide dehydrogenase small subunit;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.2  Acting on the aldehyde or oxo group of donors;   1.2.5  With a quinone or similar compound as acceptor;    1.2.5.3  aerobic carbon monoxide dehydrogenase;     K03518  coxS; aerobic carbon-monoxide dehydrogenase small subunit,COG: COG2080
K09386,uncharacterized protein,NA,NA,KEGG Orthology (KO) [BR:ko00001]; 09190 Not Included in Pathway or Brite;  09194 Poorly characterized;   99997 Function unknown;    K09386  K09386; uncharacterized protein,COG: COG3427
K02050,NitT/TauT family transport system permease protein,NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K02050  ABC.SN.P; NitT/TauT family transport system permease protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Mineral and organic ion transporters;   NitT/TauT family transporter;    K02050  ABC.SN.P; NitT/TauT family transport system permease protein",COG: COG0600;TC: 3.A.1.16 3.A.1.17
K02049,NitT/TauT family transport system ATP-binding protein,NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K02049  ABC.SN.A; NitT/TauT family transport system ATP-binding protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Mineral and organic ion transporters;   NitT/TauT family transporter;    K02049  ABC.SN.A; NitT/TauT family transport system ATP-binding protein",COG: COG1116;TC: 3.A.1.16 3.A.1.17
K02051,NitT/TauT family transport system substrate-binding protein,NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K02051  ABC.SN.S; NitT/TauT family transport system substrate-binding protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Mineral and organic ion transporters;   NitT/TauT family transporter;    K02051  ABC.SN.S; NitT/TauT family transport system substrate-binding protein",COG: COG0715;TC: 3.A.1.16 3.A.1.17
K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],Cysteine and methionine metabolism;Selenocompound metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,5-methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase;5-methyltetrahydropteroyltri-L-glutamate:L-selenohomocysteine Se-methyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09105 Amino acid metabolism;   00270 Cysteine and methionine metabolism;    K00549  metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase;  09106 Metabolism of other amino acids;   00450 Selenocompound metabolism;    K00549  metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.1  Transferring one-carbon groups;   2.1.1  Methyltransferases;    2.1.1.14  5-methyltetrahydropteroyltriglutamate---homocysteine S-methyltransferase;     K00549  metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,COG: COG0620;GO: 0003871
K19302,undecaprenyl-diphosphatase [EC:3.6.1.27],Peptidoglycan biosynthesis;Teichoic acid biosynthesis,undecaprenyl-diphosphate phosphohydrolase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00550 Peptidoglycan biosynthesis;    K19302  bcrC; undecaprenyl-diphosphatase;   00552 Teichoic acid biosynthesis;    K19302  bcrC; undecaprenyl-diphosphatase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01011 Peptidoglycan biosynthesis and degradation proteins;    K19302  bcrC; undecaprenyl-diphosphatase;Enzymes [BR:ko01000]; 3. Hydrolases;  3.6  Acting on acid anhydrides;   3.6.1  In phosphorus-containing anhydrides;    3.6.1.27  undecaprenyl-diphosphate phosphatase;     K19302  bcrC; undecaprenyl-diphosphatase;Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]; Precursor biosynthesis;  Diphosphatase;   K19302  bcrC; undecaprenyl-diphosphatase,COG: COG0671;GO: 0050380
K07029,diacylglycerol kinase (ATP) [EC:2.7.1.107],Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,"ATP:1,2-diacylglycerol 3-phosphotransferase",KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09103 Lipid metabolism;   00561 Glycerolipid metabolism;    K07029  dagK; diacylglycerol kinase (ATP);   00564 Glycerophospholipid metabolism;    K07029  dagK; diacylglycerol kinase (ATP);Enzymes [BR:ko01000]; 2. Transferases;  2.7  Transferring phosphorus-containing groups;   2.7.1  Phosphotransferases with an alcohol group as acceptor;    2.7.1.107  diacylglycerol kinase (ATP);     K07029  dagK; diacylglycerol kinase (ATP),COG: COG1597;GO: 0004143
K02002,glycine betaine/proline transport system substrate-binding protein,ABC transporters,NA,"KEGG Orthology (KO) [BR:ko00001]; 09130 Environmental Information Processing;  09131 Membrane transport;   02010 ABC transporters;    K02002  proX; glycine betaine/proline transport system substrate-binding protein; 09180 Brite Hierarchies;  09183 Protein families: signaling and cellular processes;   02000 Transporters;    K02002  proX; glycine betaine/proline transport system substrate-binding protein;Transporters [BR:ko02000]; ABC transporters, prokaryotic type;  Mineral and organic ion transporters;   Glycine betaine/proline transporter;    K02002  proX; glycine betaine/proline transport system substrate-binding protein",COG: COG2113;TC: 3.A.1.12
K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],Fatty acid biosynthesis;Prodigiosin biosynthesis;Biotin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism;Biosynthesis of cofactors,(3R)-3-hydroxyacyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase;(3R)-3-hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;(3R)-3-hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase;NA  R07763;3-hydroxyglutaryl-[acp]-methyl-ester:NADP+ oxidoreductase;3-hydroxypimeloyl-[acp]-methyl-ester:NADP+ oxidoreductase;NA  R11671,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09103 Lipid metabolism;   00061 Fatty acid biosynthesis;    K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase;  09108 Metabolism of cofactors and vitamins;   00780 Biotin metabolism;    K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase;  09110 Biosynthesis of other secondary metabolites;   00333 Prodigiosin biosynthesis;    K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01004 Lipid biosynthesis proteins;    K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase;Enzymes [BR:ko01000]; 1. Oxidoreductases;  1.1  Acting on the CH-OH group of donors;   1.1.1  With NAD+ or NADP+ as acceptor;    1.1.1.100  3-oxoacyl-[acyl-carrier-protein] reductase;     K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase;Lipid biosynthesis proteins [BR:ko01004]; Fatty acid synthase;  Component type;   K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase",COG: COG1028;GO: 0004316
K03723,transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4],Nucleotide excision repair,NA,KEGG Orthology (KO) [BR:ko00001]; 09120 Genetic Information Processing;  09124 Replication and repair;   03420 Nucleotide excision repair;    K03723  mfd; transcription-repair coupling factor (superfamily II helicase); 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03400 DNA repair and recombination proteins;    K03723  mfd; transcription-repair coupling factor (superfamily II helicase);Enzymes [BR:ko01000]; 5. Isomerases;  5.6  Isomerases altering macromolecular conformation;   5.6.2  Enzymes altering nucleic acid conformation;    5.6.2.4  DNA 3'-5' helicase;     K03723  mfd; transcription-repair coupling factor (superfamily II helicase);DNA repair and recombination proteins [BR:ko03400]; Prokaryotic type;  SSBR (single strand breaks repair);   NER (nucleotide excision repair);    TCR (transcription coupled repair) factors;     TRCF (transcription-repair coupling factor);      K03723  mfd; transcription-repair coupling factor (superfamily II helicase),COG: COG1197
K01056,"peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]",NA,NA,"KEGG Orthology (KO) [BR:ko00001]; 09180 Brite Hierarchies;  09182 Protein families: genetic information processing;   03012 Translation factors;    K01056  PTH1, PTRH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family;Enzymes [BR:ko01000]; 3. Hydrolases;  3.1  Acting on ester bonds;   3.1.1  Carboxylic-ester hydrolases;    3.1.1.29  peptidyl-tRNA hydrolase;     K01056  PTH1, PTRH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family;Translation factors [BR:ko03012]; Eukaryotic type;  Release factors;   K01056  PTH1, PTRH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family; Prokaryotic type;  Release factors;   K01056  PTH1, PTRH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family",COG: COG0193;GO: 0004045
