FeatureID,Name,Formula,Annotation_level,LC_mode
FT_17.942_181.12232,"formyl 2Z,4E,6Z-decatrienoate",C11 H16 O2,L3.3,RP
FT_17.953_467.20645,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27H30O7,L3.3,RP
FT_17.978_277.14344,"[(E)-3-(3,4-dimethoxyphenyl)prop-2-enyl] (Z)-2-methylbut-2-enoate",C16 H20 O4,L3.3,RP
FT_18.011_235.06008,Hexaketide pyrone,C12 H10 O5,L3.3,RP
FT_18.011_481.15092,no name,C24 H32 O4 S3,L4.3,RP
FT_18.011_481.18575,no name,C27 H28 O8,L4.3,RP
FT_18.056_413.12325,Austocystin D,C22 H20 O8,L3.3,RP
FT_18.213_277.21623,"1,4a,7-Trimethyl-2,3,4,4b,5,6,7,9,10,10a-decahydrophenanthrene-1-carboxylic acid",C18 H28 O2,L3.3,RP
FT_18.214_285.24245,2-Methoxy-6Z-hexadecenoic acid,C17 H32 O3,L3.3,RP
FT_18.284_425.12325,"8-(7-Hydroxy-4-methoxy-5-methyl-2-oxochromen-6-yl)-4,7-dimethoxy-5-methylchromen-2-one",C23 H20 O8,L3.3,RP
FT_18.294_485.21717,"(10,15-Dihydroxy-6,14,18,18,22-pentamethyl-8,19-dioxo-7,13-dioxapentacyclo[12.8.0.03,12.04,9.017,22]docosa-3(12),4(9),10,20-tetraen-5-yl) acetate",C27 H32 O8,L3.3,RP
FT_18.358_534.30638,"1-[(1R)-1-(hydroxymethyl)-7-methoxy-9-methyl-1'-(pyridin-4-ylmethyl)-2-spiro[1,3-dihydropyrido[3,4-b]indole-4,4'-piperidine]yl]-2-(4-morpholinyl)ethanone",C30 H39 N5 O4,L3.3,RP
FT_18.475_292.19058,"Propiophenone, 2',4'-dimethoxy-3-(2-methylpiperidino)-",C17 H25 N O3,L3.3,RP
FT_18.525_369.24246,"(5R,8S,9S,10S,14R)-17-acetyl-4,4,8,10,14-pentamethyl-2,5,6,7,9,15-hexahydro-1H-cyclopenta[a]phenanthrene-3,16-dione",C24 H32 O3,L3.3,RP
FT_18.528_427.24591,no name,C24 H36 O5,L4.3,RP
FT_18.528_427.24591,no name,C24 H36 O5,L3.3,RP
FT_18.536_387.25304,4-O-Methylgrifolic acid,C24 H34 O4,L3.3,RP
FT_18.547_363.18019,"7-(6,7-Dihydroxy-3,7-dimethyloct-2-enyloxy)-6-methoxycoumarin",C20 H26 O6,L3.3,RP
FT_18.640_397.16466,Dimethoxycurcumin,C23 H24 O6,L3.3,RP
FT_18.660_469.18587,no name,C26 H28 O8,L4.1,RP
FT_18.687_431.24286,"14,16,20-Trihydroxy-2,5-dimethyl-8-propan-2-yl-18,22-dioxahexacyclo[17.2.1.02,10.05,9.013,21.016,20]docosa-8,13-dien-15-one",C25 H34 O6,L3.3,RP
FT_18.690_231.10162,Euparin methyl ether,C14 H14 O3,L3.3,RP
FT_18.733_504.33264,no name,C18 H45 N7 O9,L4.3,RP
FT_18.761_499.23299,Isobisvertinol,C28H34O8,L3.1,RP
FT_18.767_281.10196,"(Z)-3-[4,5-dihydroxy-2-(2-hydroxypropan-2-yl)-2,3-dihydro-1-benzofuran-7-yl]prop-2-enoic acid",C14 H16 O6,L3.1,RP
FT_18.807_465.15455,Kioukasin A,C21H24N2O10,L3.3,RP
FT_18.812_237.07569,"4-(3,4-Dimethoxyphenyl)-4-oxocrotonic acid",C12 H12 O5,L3.3,RP
FT_18.816_397.16470,"8,8-Dimethyl-3-(2,4,5-trimethoxyphenyl)-2,3-dihydropyrano[2,3-f]chromen-4-one",C23 H24 O6,L3.3,RP
FT_18.817_261.22130,no name,C18 H28 O,L4.1,RP
FT_18.820_395.16211,no name,C27 H22 O3,L4.3,RP
FT_18.824_423.10759,Tetracenomycin A2,C23 H18 O8,L3.1,RP
FT_18.833_305.17470,"4-Methoxy-6-pentyl-2-prop-1-en-2-yl-2,3-dihydro-1-benzofuran-7-carboxylic acid",C18 H24 O4,L3.3,RP
FT_18.848_179.14304,(E)-4-(4-Methylcyclohex-3-en-1-yl)pent-3-en-2-one,C12 H18 O,L3.3,RP
FT_18.848_369.24245,no name,C24 H32 O3,L4.1,RP
FT_18.868_303.15911,Enterodiol,C18 H22 O4,L3.1,RP
FT_18.869_175.07533,"3,6-Dimethylchromone",C11 H10 O2,L3.3,RP
FT_18.882_431.24292,"14,16,20-Trihydroxy-2,5-dimethyl-8-propan-2-yl-18,22-dioxahexacyclo[17.2.1.02,10.05,9.013,21.016,20]docosa-8,13-dien-15-one",C25 H34 O6,L3.3,RP
FT_18.931_301.14327,"2-[(2R)-5-acetyl-2,3-dihydro-1-benzofuran-2-yl]prop-2-enyl (Z)-2-methylbut-2-enoate",C18 H20 O4,L3.3,RP
FT_18.999_278.17503,"N-cycloheptyl-3,4-dimethoxybenzamide",C16 H23 N O3,L3.3,RP
FT_19.044_303.15911,Arnebinone,C18 H22 O4,L3.1,RP
FT_19.100_345.20596,"(E)-3-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-4,5-dimethoxyphenyl]prop-2-enoic acid",C21 H28 O4,L3.3,RP
FT_19.145_433.22208,"[(2R,2aS,7R,7aS,7bR)-2,2a,7-trihydroxy-6,6,7b-trimethyl-1,2,4a,5,7,7a-hexahydrocyclobuta[e]inden-3-yl]methyl 2-hydroxy-4-methoxy-6-methylbenzoate",C24 H32 O7,L3.3,RP
FT_19.161_485.29002,Stigmatellin Y,C29H40O6,L3.3,RP
FT_19.177_425.15962,fumicycline A,C24 H24 O7,L3.3,RP
FT_19.190_432.27456,alpha-Hydroxysalmeterol,C25 H37 N O5,L3.3,RP
FT_19.206_297.09692,"6-(4-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C14 H16 O7,L3.3,RP
FT_19.215_565.24340,no name,C32 H36 O9,L4.1,RP
FT_19.230_453.15471,"(16,17-Dimethoxy-12-oxo-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3,8,10,14,16,18-hexaen-10-yl) acetate",C25 H24 O8,L3.3,RP
FT_19.265_197.04448,"3-(2,4-Dihydroxyphenyl)-2-oxopropanoic acid",C9 H8 O5,L3.3,RP
FT_19.350_369.16957,"9-Hydroxy-4-(3,7-dimethyl-2,6-octadienyloxy)-psoralen",C22 H24 O5,L3.3,RP
FT_19.353_425.15962,Erythynone,C24 H24 O7,L3.3,RP
FT_19.416_534.30670,no name,no formula,L5,RP
FT_19.428_285.24243,2-Methoxy-6Z-hexadecenoic acid,C17 H32 O3,L3.1,RP
FT_19.446_315.25299,9-hydroperoxy-10E-octadecenoate,C18 H34 O4,L3.3,RP
FT_19.588_219.21072,"(1Z,5Z)-1,5,10-trimethyl-8-propan-2-ylidenecyclodeca-1,5-diene",C16 H26,L3.3,RP
FT_19.589_237.22128,Cyclohexadec-8-en-1-one,C16 H28 O,L3.3,RP
FT_19.589_273.24230,16-Hydroxyhexadecanoic acid,C16 H32 O3,L3.3,RP
FT_19.591_369.24246,no name,C24 H32 O3,L4.1,RP
FT_19.593_351.23192,"3,5-Dihydroxy-4-geranylbibenzyl",C24H30O2,L3.3,RP
FT_19.651_499.19624,Dehydroaustin,C27 H30 O9,L3.3,RP
FT_19.717_483.20181,Aspergixanthone I,C27 H30 O8,L3.1,RP
FT_19.758_459.17808,Aspergilline B,C23 H26 N2 O8,L3.3,RP
FT_19.782_415.21164,Myrtucommulone B,C24H30O6,L3.3,RP
FT_19.790_297.09692,"6-(4-Ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C14 H16 O7,L3.1,RP
FT_19.798_455.20453,Obacunone,C26 H30 O7,L3.3,RP
FT_19.816_333.20429,"7,18-Dihydroxykaurenolide",C20 H28 O4,L3.3,RP
FT_19.846_411.14400,Sumatrol,C23 H22 O7,L3.3,RP
FT_2.056_232.16554,6-Amino-2-(4-aminobutanamido)hexanoic acid,C10 H21 N3 O3,L3.1,RP
FT_2.078_174.03865,8-Hydroxyadenine,C5 H5 N5 O,L3.3,RP
FT_2.305_673.21659,no name,C26H40O20,L4.3,RP
FT_2.484_455.18861,no name,C22 H30 O10,L4.3,RP
FT_2.486_250.07981,2'-Deoxycytidine,C9 H13 N3 O4,L3.3,RP
FT_2.496_250.07980,no name,C6 H11 N5 O6,L4.3,RP
FT_2.524_430.15560,O-(2-O-Mannopyranosyl-mannopyranosyl)serine,C15 H27 N O13,L3.3,RP
FT_2.670_210.06080,"(2-Amino-6-oxo-3,6-dihydro-9H-purin-9-yl)acetic acid",C7 H7 N5 O3,L3.3,RP
FT_2.671_215.01620,no name,C4 H2 N6 O5,L4.3,RP
FT_20.027_457.16261,no name,no formula,L5,RP
FT_20.040_467.20668,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3,RP
FT_20.041_489.18900,Arenatin B,C29 H28 O7,L3.3,RP
FT_20.064_205.04949,8-Acetyl-7-hydroxycoumarin,C11 H8 O4,L3.3,RP
FT_20.067_237.07568,"methyl (E)-3-(7-methoxy-1,3-benzodioxol-5-yl)prop-2-enoate",C12 H12 O5,L3.3,RP
FT_20.069_223.06006,2-Succinylbenzoate,C11 H10 O5,L3.1,RP
FT_20.069_413.15960,Dalpanol,C23 H24 O7,L3.3,RP
FT_20.109_399.21669,"2-methyl-3-[(2-oxochromen-7-yl)oxymethyl]-4-(2,2,6-trimethylcyclohexyl)but-2-enoic acid",C24 H30 O5,L3.3,RP
FT_20.125_397.16479,Rotenonic acid,C23 H24 O6,L3.3,RP
FT_20.153_499.19643,"Daphnetoxin,12-hydroxy",C27H30O9,L3.3,RP
FT_20.190_381.26142,no name,C22 H36 O5,L4.1,RP
FT_20.194_371.22174,no name,C23 H30 O4,L4.1,RP
FT_20.230_349.19862,"3b-Hydroxy-6b-tigloyloxy-7(11)-eremophilen-12,8b-olide",C20 H28 O5,L3.3,RP
FT_20.242_467.20666,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L3.3,RP
FT_20.470_401.23233,"7-[[(6R,8aS)-1,6-dihydroxy-1,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-2H-naphthalen-2-yl]methoxy]chromen-2-one",C24 H32 O5,L3.3,RP
FT_20.787_373.23740,9'-Carboxy-gamma-tocotrienol,C23 H32 O4,L3.3,RP
FT_3.022_160.13323,4-[Ethyl(dimethyl)ammonio]butanoate,C8 H17 N O2,L3.3,RP
FT_3.022_317.14564,2-[(2-Acetamido-5-amino-5-oxopentanoyl)amino]-5-amino-5-oxopentanoic acid,C12 H20 N4 O6,L3.3,RP
FT_3.279_202.17965,"1-(2-Hydroxyethyl)-2,2,6,6-tetramethyl-4-hydroxypiperidine",C11 H23 N O2,L3.3,RP
FT_4.509_218.17505,Boc-L-leucinol,C11 H23 N O3,L3.3,RP
FT_5.744_176.05536,2-Amino-3-oxohexanedioic acid,C6 H9 N O5,L3.1,RP
FT_5.752_251.06383,2-Amino-3-oxohexanedioic acid,C6 H9 N O5,L3.1,RP
FT_5.996_504.19243,beta-D-Galactopyranosyl-(1->4)-2-amino-2-deoxy-beta-D-glucopyranosyl-(1->6)-D-mannose,C18H33NO15,L3.1,RP
FT_5.996_509.14786,no name,C16 H24 N6 O13,L4.3,RP
FT_6.150_174.14886,no name,C9 H19 N O2,L4.3,RP
FT_6.232_559.15097,no name,C20 H30 O18,L4.3,RP
FT_6.234_291.06999,Allopurinol riboside,C10 H12 N4 O5,L3.3,RP
FT_6.261_246.20635,"Nonanamide, N,N-bis(2-hydroxyethyl)-",C13 H27 N O3,L3.3,RP
FT_6.495_246.20634,N-(2-hydroxyethyl)-N-[(2S)-2-hydroxypropyl]octanamide,C13 H27 N O3,L3.3,RP
FT_6.552_290.08599,Adenosine,C10 H13 N5 O4,L3.3,RP
FT_6.584_542.17214,no name,C21 H27 N5 O12,L4.1,RP
FT_6.597_527.16114,no name,C21 H26 N4 O12,L4.3,RP
FT_6.598_275.07509,no name,no formula,L5,RP
FT_6.599_291.04904,"(3,4,5,6,7-Pentahydroxy-2-oxoheptyl) dihydrogen phosphate",C7 H15 O10 P,L3.3,RP
FT_6.781_279.10096,gamma-Glutamylmethionine,C10 H18 N2 O5 S,L3.1,RP
FT_6.817_282.08332,Guanosine dialdehyde,C10 H11 N5 O5,L3.3,RP
FT_6.857_247.12883,Glutamylvaline,C10 H18 N2 O5,L3.3,RP
FT_7.161_183.10160,"(1R,4S)-7,7-Dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic acid",C10 H14 O3,L3.3,RP
FT_7.372_192.10192,"Acetic acid, 2-(p-(allylamino)phenyl)-",C11 H13 N O2,L3.3,RP
FT_7.385_268.10407,5'-Deoxyguanosine,C10 H13 N5 O4,L3.3,RP
FT_7.543_311.12383,Glu-Tyr,C14 H18 N2 O6,L3.1,RP
FT_7.633_302.19623,Floridinine,C15 H27 N O5,L3.3,RP
FT_7.647_155.03152,no name,C5 H4 N3 O3,L4.3,RP
FT_7.650_115.03892,3-Methoxy-2(5h)-furanone,C5 H6 O3,L3.3,RP
FT_7.764_485.35870,no name,C26 H48 N2 O6,L4.1,RP
FT_7.870_218.17506,[2-(Carboxymethyl)-2-hydroxyhexyl]-trimethylazanium,C11 H23 N O3,L3.3,RP
FT_7.884_171.06268,no name,C8 H10 O4,L4.3,RP
FT_8.029_346.22250,no name,C17 H31 N O6,L4.3,RP
FT_8.092_258.16998,2-Hexenoylcarnitine,C13 H23 N O4,L3.1,RP
FT_8.100_384.09262,4-amino-5-[[2-[(2-amino-2-carboxy-ethyl)sulfanylmethylsulfanyl]-1-carboxy-ethyl]amino]-5-oxo-pentanoic acid,C12 H21 N3 O7 S2,L3.3,RP
FT_8.126_239.08898,"1-(2-Hydroxy-4,6-dimethoxyphenyl)-1,3-butanedione",C12 H14 O5,L3.3,RP
FT_8.170_157.04956,"5-Methyl-1,2,3,4-tetrahydroxybenzene",C7 H8 O4,L3.3,RP
FT_8.272_360.20173,no name,C17 H29 N O7,L4.3,RP
FT_8.300_346.22251,O-sebacoylcarnitine,C17 H31 N O6,L3.3,RP
FT_8.308_183.06527,"2,5-Dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",C9 H10 O4,L3.3,RP
FT_8.319_208.13316,"6,7-Dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinoline",C12 H17 N O2,L3.1,RP
FT_8.402_222.14884,"Benzoic acid, 2-(diethylamino)ethyl ester",C13 H19 N O2,L3.3,RP
FT_8.445_183.06528,"2,5-Dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",C9 H10 O4,L3.3,RP
FT_8.554_153.05213,6-Methoxysalicylaldehyde,C8 H8 O3,L3.3,RP
FT_8.704_247.14409,Hypaphorine,C14 H18 N2 O2,L3.1,RP
FT_8.881_316.21191,Butoctamide semisuccinate,C16 H29 N O5,L3.1,RP
FT_8.916_135.11680,Butylbenzene,C10 H14,L3.3,RP
FT_8.916_206.17504,"4-Amino-4-(3-hydroxypropyl)heptane-1,7-diol",C10 H23 N O3,L3.3,RP
FT_9.013_261.14449,gamma-Glu-leu,C11 H20 N2 O5,L3.1,RP
FT_9.089_340.10279,6-Hydroxy-5-methoxyindole glucuronide,C15 H17 N O8,L3.3,RP
FT_9.172_282.09721,4-Hydroxyphenylacetylglutamate,C13 H15 N O6,L3.3,RP
FT_9.307_250.14376,4'-Methoxy-3-morpholino-propiophenone,C14 H19 N O3,L3.1,RP
FT_9.313_261.14449,gamma-Glu-leu,C11 H20 N2 O5,L3.1,RP
FT_9.349_308.11291,"2-(7,8-dihydroxy-4-methyl-2-oxo-2H-chromen-3-yl)-N-[(2R)-2-hydroxypropyl]acetamide",C15 H17 N O6,L3.3,RP
FT_9.687_356.09768,no name,C15 H17 N O9,L4.3,RP
FT_9.710_248.22200,"2,3-Dihydroxypropyl-(2-hydroxyoctyl)-dimethylazanium",C13 H29 N O3,L3.3,RP
FT_9.801_171.10161,3-(2-Oxocyclohexyl)propanoic acid,C9 H14 O3,L3.3,RP
FT_9.811_185.08093,"Methyl 2-methyl-4,6-dioxocyclohexanecarboxylate",C9 H12 O4,L3.3,RP
FT_9.925_171.10161,3-(2-Oxocyclohexyl)propanoic acid,C9 H14 O3,L3.3,RP
FT_0.887_128.01924,no name,C H5 N O6,L3.3,RP
FT_0.890_148.97575,no name,C2 H N2 O4 P,L3.3,RP
FT_0.891_102.97023,no name,no formula,L5,RP
FT_0.891_105.00324,no name,no formula,L5,RP
FT_0.891_114.98758,no name,no formula,L5,RP
FT_0.891_125.98621,no name,no formula,L5,RP
FT_0.891_130.96515,no name,no formula,L5,RP
FT_0.891_216.95059,no name,no formula,L5,RP
FT_0.891_234.96119,no name,no formula,L5,RP
FT_0.891_84.95972,no name,no formula,L5,RP
FT_0.891_86.99273,no name,no formula,L5,RP
FT_0.892_119.01888,no name,no formula,L5,RP
FT_0.893_200.97310,no name,C3 H6 O6 P2,L3.3,RP
FT_0.894_133.03457,no name,no formula,L5,RP
FT_0.981_158.96409,no name,no formula,L5,RP
FT_0.982_258.89935,no name,no formula,L5,RP
FT_0.982_260.89730,no name,no formula,L5,RP
FT_0.983_190.91197,no name,no formula,L5,RP
FT_0.984_122.92447,no name,no formula,L5,RP
FT_0.984_274.87332,no name,no formula,L5,RP
FT_0.985_206.88585,no name,no formula,L5,RP
FT_1.095_203.05263,no name,no formula,L5,RP
FT_1.647_157.01077,no name,C4 H2 N3 O4,L3.3,RP
FT_17.038_203.10660,"1-(2,2-Dimethylchromen-6-yl)ethanone",C13 H14 O2,L3.1,RP
FT_17.647_203.07061,"3,4',5-Biphenyltriol",C12 H10 O3,L3.1,RP
FT_2.079_174.03864,no name,C6 H7 N O5,L3.3,RP
FT_2.988_159.02775,Pentahydroxybenzene,C6 H6 O5,L3.3,RP
